cur.correlates,cur.frequencies,obs.exp,corpus.frequencies,corpus.counts
swoons,1.5060240963855421e-5,106.26638769363167,1.417215856369789e-7,7
wheelbarrows,1.5060240963855421e-5,106.26638769363167,1.417215856369789e-7,7
woodpecker,1.5060240963855421e-5,106.26638769363167,1.417215856369789e-7,7
sparkle,4.8192771084337347e-4,104.86198609415635,4.595828562799173e-6,227
trench,9.036144578313253e-5,103.7950763519193,8.705754546271561e-7,43
magnates,1.5060240963855423e-4,103.3145435910308,1.4577077379803545e-6,72
clumps,9.789156626506023e-5,102.87490723532427,9.515592178482869e-7,47
sparkling,0.0011822289156626505,101.55370441330538,1.1641415963037553e-5,575
Emotion,2.2590361445783133e-5,101.43609734392115,2.227053488581097e-7,11
straightness,2.2590361445783133e-5,101.43609734392115,2.227053488581097e-7,11
wickednesses,2.2590361445783133e-5,101.43609734392115,2.227053488581097e-7,11
agreeableness,3.0120481927710842e-5,99.18196184738956,3.036891120792405e-7,15
distrusts,3.0120481927710842e-5,99.18196184738956,3.036891120792405e-7,15
bowery,2.2590361445783133e-5,92.98308923192772,2.429512896633924e-7,12
brier,2.2590361445783133e-5,92.98308923192772,2.429512896633924e-7,12
browner,2.2590361445783133e-5,92.98308923192772,2.429512896633924e-7,12
manservant,1.5060240963855421e-5,92.98308923192769,1.6196752644226162e-7,8
Percivals,1.5060240963855421e-5,92.98308923192769,1.6196752644226162e-7,8
sceptres,1.5060240963855421e-5,92.98308923192769,1.6196752644226162e-7,8
semicircles,1.5060240963855421e-5,92.98308923192769,1.6196752644226162e-7,8
Testimonials,1.5060240963855421e-5,92.98308923192769,1.6196752644226162e-7,8
demolition,4.5180722891566266e-5,89.2637656626506,5.061485201320675e-7,25
mausoleum,4.5180722891566266e-5,89.2637656626506,5.061485201320675e-7,25
aggrandisement,3.765060240963856e-5,88.5553230780264,4.251647569109367e-7,21
fallows,3.765060240963856e-5,88.5553230780264,4.251647569109367e-7,21
pavilions,3.765060240963856e-5,88.5553230780264,4.251647569109367e-7,21
Sparkler,3.38855421686747e-4,88.08924243024731,3.846728753003713e-6,190
gondola,1.2801204819277108e-4,87.81736205237617,1.4577077379803545e-6,72
boddice,3.0120481927710842e-5,87.51349574769667,3.441809936898059e-7,17
starves,3.0120481927710842e-5,87.51349574769667,3.441809936898059e-7,17
waifs,3.0120481927710842e-5,87.51349574769667,3.441809936898059e-7,17
crickets,2.2590361445783133e-5,85.83054390639481,2.631972304686751e-7,13
dabs,2.2590361445783133e-5,85.83054390639481,2.631972304686751e-7,13
Drops,2.2590361445783133e-5,85.83054390639481,2.631972304686751e-7,13
exculpatory,2.2590361445783133e-5,85.83054390639481,2.631972304686751e-7,13
farces,2.2590361445783133e-5,85.83054390639481,2.631972304686751e-7,13
greenery,2.2590361445783133e-5,85.83054390639481,2.631972304686751e-7,13
tome,2.2590361445783133e-5,85.83054390639481,2.631972304686751e-7,13
Haven,3.765060240963856e-5,84.5300811199343,4.454106977162194e-7,22
postponement,6.77710843373494e-5,83.68478030873494,8.09837632211308e-7,40
accumulations,3.0120481927710842e-5,82.65163487282463,3.644269344950886e-7,18
Bourse,3.0120481927710842e-5,82.65163487282463,3.644269344950886e-7,18
byegone,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
cemeteries,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
criminating,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
denouncer,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
fabricator,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
flambeaux,3.0120481927710842e-5,82.65163487282463,3.644269344950886e-7,18
headgear,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
interchanges,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
lounges,3.0120481927710842e-5,82.65163487282463,3.644269344950886e-7,18
obtrusiveness,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
rimy,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
springtime,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
washin,1.5060240963855421e-5,82.65163487282463,1.822134672475443e-7,9
grindstone,8.283132530120482e-5,81.82511852409638,1.012297040264135e-6,50
arabesque,2.2590361445783133e-5,79.69979077022376,2.834431712739578e-7,14
Cratchits,2.2590361445783133e-5,79.69979077022376,2.834431712739578e-7,14
demesne,9.036144578313253e-5,79.69979077022376,1.1337726850958312e-6,56
flavor,4.5180722891566266e-5,79.69979077022376,5.668863425479156e-7,28
loadstone,2.2590361445783133e-5,79.69979077022376,2.834431712739578e-7,14
ploughmen,2.2590361445783133e-5,79.69979077022376,2.834431712739578e-7,14
Prosperity,2.2590361445783133e-5,79.69979077022376,2.834431712739578e-7,14
sledges,2.2590361445783133e-5,79.69979077022376,2.834431712739578e-7,14
bluebells,3.0120481927710842e-5,78.30154882688649,3.846728753003713e-7,19
surveys,5.2710843373493975e-5,76.57430877923458,6.883619873796118e-7,34
approver,2.2590361445783133e-5,74.38647138554217,3.036891120792405e-7,15
Associations,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
bins,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
