cur.correlates,cur.frequencies,obs.exp,corpus.frequencies,corpus.counts
alarming,0,0,1.2977648056186212e-5,641
alarms,0,0,3.6847612265614516e-6,182
alarum,0,0,3.441809936898059e-7,17
alas,0,0,1.963856258112422e-5,970
Alas,0,0,2.8911203469943695e-5,1428
album,0,0,1.1337726850958312e-6,56
Alcaics,0,0,1.6196752644226162e-7,8
alcohol,0,0,7.4909980979546e-7,37
alcove,0,0,8.908213954324388e-7,44
alder,0,0,1.012297040264135e-6,50
alderman,0,0,1.3767239747592236e-6,68
aldermen,0,0,5.061485201320675e-7,25
alders,0,0,4.04918816105654e-7,20
ale,0,0,1.5771587887315223e-5,779
alehouse,0,0,1.6399212052278988e-6,81
alehouses,0,0,2.227053488581097e-7,11
alert,0,0,5.648617484673873e-6,279
alertness,0,0,9.920510994588523e-7,49
ales,0,0,1.214756448316962e-7,6
algebra,0,0,6.07378224158481e-7,30
alias,0,0,1.3969699155645063e-6,69
alibi,0,0,7.4909980979546e-7,37
Alice,0,0,6.2377743621076e-5,3081
alien,0,0,4.008696279445975e-6,198
alienation,0,0,1.7209049684490295e-6,85
aliens,0,0,3.846728753003713e-7,19
alight,0,0,4.656566385215021e-6,230
alighting,0,0,1.9841021989177046e-6,98
aliment,0,0,6.883619873796118e-7,34
alive,0,0,5.7032815248481365e-5,2817
all,0,0,0.0030211397788458953,149222
allays,0,0,2.99639923918184e-6,148
allée,0,0,1.417215856369789e-7,7
allegation,0,0,5.871322833531983e-7,29
alleges,0,0,1.012297040264135e-7,5
allegiance,0,0,3.9074665754195615e-6,193
allegory,0,0,7.086079281848945e-7,35
alleviation,0,0,1.8018887316701603e-6,89
alley,0,0,4.4338610363569114e-6,219
alleys,0,0,2.591480423076186e-6,128
alliance,0,0,1.364576410276054e-5,674
alliances,0,0,1.1540186259011139e-6,57
allies,0,0,4.089680042667106e-6,202
alligator,0,0,5.061485201320675e-7,25
alligators,0,0,1.214756448316962e-7,6
allotments,0,0,2.02459408052827e-7,10
allow,0,0,7.839228279805462e-5,3872
allowance,0,0,1.281568052974395e-5,633
allowances,0,0,2.4902507190497723e-6,123
alloy,0,0,1.5184455603962024e-6,75
allude,0,0,8.159114144528928e-6,403
allurement,0,0,1.012297040264135e-6,50
allurements,0,0,1.4779536787856372e-6,73
alluring,0,0,2.449758837439207e-6,121
allusion,0,0,1.5184455603962025e-5,750
allusions,0,0,4.595828562799173e-6,227
ally,0,0,6.559684820911595e-6,324
almanack,0,0,7.288538689901772e-7,36
almanacks,0,0,1.6196752644226162e-7,8
almighty,0,0,7.288538689901772e-7,36
almond,0,0,8.300835730165908e-7,41
almonds,0,0,7.693457506007426e-7,38
almoner,0,0,6.07378224158481e-7,30
almost,0,0,3.599930734587317e-4,17781
alms,0,0,2.99639923918184e-6,148
almshouse,0,0,4.859025793267848e-7,24
almshouses,0,0,3.2393505288452323e-7,16
aloe,0,0,5.263944609373502e-7,26
aloes,0,0,3.441809936898059e-7,17
aloft,0,0,5.648617484673873e-6,279
alone,0,0,2.6552551366128263e-4,13115
aloof,0,0,7.997146618086666e-6,395
aloofness,0,0,3.846728753003713e-7,19
aloud,0,0,3.6766628502393386e-5,1816
alpaca,0,0,2.631972304686751e-7,13
alphabet,0,0,1.7006590276437467e-6,84
alphabets,0,0,1.214756448316962e-7,6
Alps,0,0,3.725253108172017e-6,184
altar,0,0,1.5872817591341637e-5,784
altars,0,0,1.8828724948912912e-6,93
alter,0,0,1.3402812813097148e-5,662
alteration,0,0,9.292886829624759e-6,459
alterations,0,0,2.9356614167659917e-6,145
altercation,0,0,2.8951695351554263e-6,143
altercations,0,0,3.036891120792405e-7,15
altered,0,0,3.279842410455798e-5,1620
alternation,0,0,7.4909980979546e-7,37
alternations,0,0,8.705754546271561e-7,43
alternative,0,0,1.1904613193506229e-5,588
alternatives,0,0,1.3969699155645063e-6,69
altitude,0,0,1.1540186259011139e-6,57
altogether,0,0,8.387893275628623e-5,4143
always,0,0,4.8804864905214475e-4,24106
am,0,0,0.00113188981260094,55907
Amamia,0,0,2.02459408052827e-7,10
amanuensis,0,0,4.454106977162194e-7,22
amateur,0,0,3.1583667656241012e-6,156
amateurs,0,0,1.1945105075116793e-6,59
amaze,0,0,2.105577843749401e-6,104
amazement,0,0,1.7512738796569536e-5,865
ambassador,0,0,4.231401628304084e-6,209
Ambassador,0,0,1.1337726850958312e-6,56
ambassadors,0,0,1.3362320931486582e-6,66
ambassadress,0,0,7.288538689901772e-7,36
Ambassadress,0,0,1.822134672475443e-7,9
amber,0,0,2.348529133412793e-6,116
ambiguity,0,0,7.895916914060253e-7,39
ambition,0,0,3.356776985515872e-5,1658
Ambition,0,0,1.3564780339539409e-6,67
ambitions,0,0,1.7006590276437467e-6,84
Ambroise,0,0,8.09837632211308e-7,40
ambrosia,0,0,3.441809936898059e-7,17
ambulance,0,0,4.859025793267848e-7,24
ambuscade,0,0,8.503295138218734e-7,42
ambush,0,0,1.8828724948912912e-6,93
amelioration,0,0,8.705754546271561e-7,43
amen,0,0,1.0325429810694178e-6,51
Amen,0,0,4.818533911657283e-6,238
amendment,0,0,2.7332020087131645e-6,135
amends,0,0,6.802636110574987e-6,336
amenity,0,0,4.859025793267848e-7,24
amethyst,0,0,4.859025793267848e-7,24
ami,0,0,1.214756448316962e-6,60
amiability,0,0,1.4577077379803545e-6,72
amiableness,0,0,1.214756448316962e-7,6
amid,0,0,2.384971826862302e-5,1178
amidst,0,0,2.243250241225323e-5,1108
amie,0,0,5.061485201320675e-7,25
amiss,0,0,8.037638499697233e-6,397
amity,0,0,1.822134672475443e-6,90
ammunition,0,0,2.0043481397229874e-6,99
amount,0,0,3.028792744470292e-5,1496
amounts,0,0,1.214756448316962e-6,60
amour,0,0,1.093280803485266e-6,54
amours,0,0,8.705754546271561e-7,43
amphitheatre,0,0,1.5589374420067679e-6,77
ample,0,0,1.3726747865981671e-5,678
ampler,0,0,1.214756448316962e-7,6
amuse,0,0,1.55691284792624e-5,769
amusement,0,0,3.2717440341336845e-5,1616
amusements,0,0,9.009443658350802e-6,445
amusing,0,0,1.5265439367183156e-5,754
Amy,0,0,4.0755078841034076e-5,2013
an,0,0,0.0022696307020946068,112103
An,0,0,6.62244723740797e-5,3271
Ana,0,0,1.0325429810694178e-6,51
analogy,0,0,1.5386915012014852e-6,76
analysis,0,0,1.7411509092543122e-6,86
anarchists,0,0,1.214756448316962e-7,6
anarchy,0,0,1.295740211538093e-6,64
anathema,0,0,7.288538689901772e-7,36
anathemas,0,0,6.276241649637637e-7,31
anatomy,0,0,1.2754942707328102e-6,63
ance,0,0,1.9841021989177046e-6,98
ancestor,0,0,4.1706638058882365e-6,206
ancestors,0,0,1.3261091227460169e-5,655
ancestry,0,0,2.2472994293863796e-6,111
anchor,0,0,5.587879662258025e-6,276
anchorage,0,0,1.3159861523433754e-6,65
anchorite,0,0,6.883619873796118e-7,34
anchors,0,0,6.478701057690465e-7,32
ancient,0,0,5.6627896432375716e-5,2797
ancients,0,0,3.259596469650515e-6,161
ancle,0,0,1.295740211538093e-6,64
Ancle,0,0,1.012297040264135e-7,5
ancles,0,0,9.718051586535696e-7,48
Ancoats,0,0,1.417215856369789e-7,7
and,0,0,0.02476882324336044,1223397
Andres,0,0,5.263944609373502e-7,26
Andrews,0,0,2.02459408052827e-6,100
ane,0,0,1.1540186259011139e-5,570
anecdote,0,0,4.3528772731357806e-6,215
anecdotes,0,0,5.810585011116135e-6,287
anemones,0,0,5.061485201320675e-7,25
anent,0,0,2.854677653544861e-6,141
anew,0,0,6.094028182390093e-6,301
ange,0,0,2.631972304686751e-7,13
angel,0,0,3.16039135970463e-5,1561
Angel,0,0,7.87567097325497e-6,389
angels,0,0,1.2856172411354514e-5,635
Angels,0,0,1.1337726850958312e-6,56
anger,0,0,5.38339566012467e-5,2659
Anglais,0,0,7.4909980979546e-7,37
angle,0,0,7.187308985875359e-6,355
angles,0,0,3.6240234041456034e-6,179
angling,0,0,9.920510994588523e-7,49
Anglo,0,0,2.77369389032373e-6,137
Anglois,0,0,3.846728753003713e-7,19
angrier,0,0,3.846728753003713e-7,19
angry,0,0,9.01146825243133e-5,4451
anguish,0,0,3.302112945341609e-5,1631
animadversion,0,0,5.46640401742633e-7,27
animadversions,0,0,7.086079281848945e-7,35
animal,0,0,3.310211321663721e-5,1635
animals,0,0,1.33420749906813e-5,659
Animals,0,0,1.417215856369789e-7,7
animate,0,0,3.441809936898059e-6,170
animating,0,0,2.3890210150233586e-6,118
animation,0,0,1.2856172411354514e-5,635
animosity,0,0,3.8062368713931475e-6,188
anither,0,0,1.2552483299275275e-6,62
ankle,0,0,2.5307426006603377e-6,125
ankles,0,0,2.227053488581097e-6,110
Ann,0,0,1.2086826660753772e-5,597
annals,0,0,2.2675453701916623e-6,112
Annie,0,0,1.4496093616582414e-5,716
annihilation,0,0,2.7129560679078818e-6,134
anniversaries,0,0,2.631972304686751e-7,13
anniversary,0,0,1.4577077379803545e-6,72
announce,0,0,9.596575941704e-6,474
announcement,0,0,9.576330000898718e-6,473
announcements,0,0,8.705754546271561e-7,43
announces,0,0,1.619675264422616e-6,80
annoyance,0,0,1.1722399726258684e-5,579
annoyances,0,0,1.417215856369789e-6,70
annuals,0,0,1.822134672475443e-7,9
annuities,0,0,5.46640401742633e-7,27
annuity,0,0,4.798287970852e-6,237
annum,0,0,3.9074665754195615e-6,193
anodyne,0,0,4.04918816105654e-7,20
anointing,0,0,2.227053488581097e-7,11
