cur.correlates,cur.frequencies,obs.exp,corpus.frequencies,corpus.counts
porches,1.5815444308548774e-5,71.01510758336177,2.227053488581097e-7,11
Trevors,1.5815444308548774e-5,71.01510758336177,2.227053488581097e-7,11
leafage,5.2718147695162584e-5,70.37533183936752,7.4909980979546e-7,37
petals,1.1070811015984142e-4,70.10465748613919,1.5791833828120506e-6,78
cypresses,3.6902703386613806e-5,70.10465748613917,5.263944609373502e-7,26
greensward,3.6902703386613806e-5,70.10465748613917,5.263944609373502e-7,26
briar,5.798996246467884e-5,69.86039038688433,8.300835730165908e-7,41
battledore,2.108725907806503e-5,69.43699408150928,3.036891120792405e-7,15
boulevard,2.108725907806503e-5,69.43699408150928,3.036891120792405e-7,15
posy,2.108725907806503e-5,69.43699408150928,3.036891120792405e-7,15
snails,4.217451815613006e-5,69.43699408150928,6.07378224158481e-7,30
shrubs,3.7429884863565433e-4,68.98358087388749,5.4259121358157635e-6,268
cupola,2.6359073847581292e-5,68.52334942254207,3.846728753003713e-7,19
embassies,2.6359073847581292e-5,68.52334942254207,3.846728753003713e-7,19
lutes,2.6359073847581292e-5,68.52334942254207,3.846728753003713e-7,19
reassurance,2.6359073847581292e-5,68.52334942254207,3.846728753003713e-7,19
rooks,1.9505714647210156e-4,68.32895694191073,2.854677653544861e-6,141
acacias,3.163088861709755e-5,67.92749421017213,4.6565663852150213e-7,23
cornfields,3.163088861709755e-5,67.92749421017213,4.6565663852150213e-7,23
scents,1.265235544683902e-4,67.92749421017213,1.8626265540860085e-6,92
tress,3.163088861709755e-5,67.92749421017213,4.6565663852150213e-7,23
carré,3.6902703386613806e-5,67.50818869035623,5.46640401742633e-7,27
aviary,4.217451815613006e-5,67.19709104662188,6.276241649637637e-7,31
tiers,4.217451815613006e-5,67.19709104662188,6.276241649637637e-7,31
luxuriance,1.3179536923790645e-4,67.11049685712882,1.963856258112422e-6,97
terraces,1.4233899877693897e-4,66.9571014357411,2.1258237845546837e-6,105
berry,5.798996246467884e-5,66.61106990377344,8.705754546271561e-7,43
yew,1.792417021635528e-4,66.06878168203309,2.7129560679078818e-6,134
bourgeoisie,1.5815444308548774e-5,65.09718195141495,2.429512896633924e-7,12
crocuses,3.6902703386613806e-5,65.09718195141495,5.668863425479156e-7,28
digressions,1.5815444308548774e-5,65.09718195141495,2.429512896633924e-7,12
nosegays,6.32617772341951e-5,65.09718195141495,9.718051586535696e-7,48
nourishes,1.5815444308548774e-5,65.09718195141495,2.429512896633924e-7,12
omnibuses,3.6902703386613806e-5,65.09718195141495,5.668863425479156e-7,28
ovens,2.6359073847581292e-5,65.09718195141495,4.04918816105654e-7,20
palazzo,1.5815444308548774e-5,65.09718195141495,2.429512896633924e-7,12
pensionnat,3.163088861709755e-5,65.09718195141495,4.859025793267848e-7,24
pomegranate,2.6359073847581292e-5,65.09718195141495,4.04918816105654e-7,20
prettinesses,1.5815444308548774e-5,65.09718195141495,2.429512896633924e-7,12
primness,1.5815444308548774e-5,65.09718195141495,2.429512896633924e-7,12
Rage,1.5815444308548774e-5,65.09718195141495,2.429512896633924e-7,12
Vision,3.163088861709755e-5,65.09718195141495,4.859025793267848e-7,24
Arrangement,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
beershop,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
cluck,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
conjures,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
crofts,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
Gasthof,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
obesity,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
oleanders,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
pomegranates,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
potman,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
premiers,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
radishes,2.108725907806503e-5,65.09718195141494,3.2393505288452323e-7,16
Rectors,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
ripens,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
rowan,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
shrubberies,8.434903631226013e-5,65.09718195141494,1.295740211538093e-6,64
shuttlecocks,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
sods,2.108725907806503e-5,65.09718195141494,3.2393505288452323e-7,16
tills,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
trimmer,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
tuckers,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
tumuli,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
yellowness,1.0543629539032516e-5,65.09718195141494,1.6196752644226162e-7,8
casks,1.0016448062080891e-4,64.25176400399398,1.5589374420067679e-6,77
lawns,9.489266585129265e-5,64.20543973290242,1.4779536787856372e-6,73
thyme,5.2718147695162584e-5,63.50944580625849,8.300835730165908e-7,41
paddock,1.4233899877693897e-4,63.33779865543077,2.2472994293863796e-6,111
gables,1.3179536923790645e-4,63.20114752564558,2.0853319029441182e-6,103
orchards,8.434903631226013e-5,63.12454007409935,1.3362320931486582e-6,66
gravel,5.429969212601746e-4,63.10597403290109,8.604524842245147e-6,425
bottoms,3.6902703386613806e-5,62.8524515392972,5.871322833531983e-7,29
setter,3.6902703386613806e-5,62.8524515392972,5.871322833531983e-7,29
onions,9.489266585129265e-5,62.49329467335836,1.5184455603962024e-6,75
anemones,3.163088861709755e-5,62.493294673358356,5.061485201320675e-7,25
ceilings,6.32617772341951e-5,62.493294673358356,1.012297040264135e-6,50
demolition,3.163088861709755e-5,62.493294673358356,5.061485201320675e-7,25
Dedlocks,2.6359073847581292e-5,61.997316144204724,4.251647569109367e-7,21
vegetable,1.5288262831597148e-4,61.89568119970602,2.4700047782444895e-6,122
vine,1.5288262831597148e-4,61.89568119970602,2.4700047782444895e-6,122
inclosure,7.380540677322761e-5,61.78715575049555,1.1945105075116793e-6,59
Grass,4.744633292564633e-5,61.67101448028786,7.693457506007426e-7,38
aloes,2.108725907806503e-5,61.26793595427289,3.441809936898059e-7,17
bungalow,2.108725907806503e-5,61.26793595427289,3.441809936898059e-7,17
droppings,2.108725907806503e-5,61.26793595427289,3.441809936898059e-7,17
pilots,2.108725907806503e-5,61.26793595427289,3.441809936898059e-7,17
quickset,2.108725907806503e-5,61.26793595427289,3.441809936898059e-7,17
stoney,2.108725907806503e-5,61.26793595427289,3.441809936898059e-7,17
stoves,2.108725907806503e-5,61.26793595427289,3.441809936898059e-7,17
tollman,2.108725907806503e-5,61.26793595427289,3.441809936898059e-7,17
prioress,1.0016448062080891e-4,61.078837386512795,1.6399212052278988e-6,81
parlor,1.792417021635528e-4,61.05666720960299,2.9356614167659917e-6,145
alleys,1.5815444308548774e-4,61.02860807945151,2.591480423076186e-6,128
meadows,4.1120155202226816e-4,60.62782319057154,6.782390169769705e-6,335
lavender,1.63426257855004e-4,60.239183298324285,2.7129560679078818e-6,134
Drops,1.5815444308548774e-5,60.089706416690724,2.631972304686751e-7,13
fermentation,1.5815444308548774e-5,60.089706416690724,2.631972304686751e-7,13
formations,1.5815444308548774e-5,60.089706416690724,2.631972304686751e-7,13
pennons,1.5815444308548774e-5,60.089706416690724,2.631972304686751e-7,13
soils,1.5815444308548774e-5,60.089706416690724,2.631972304686751e-7,13
orchard,2.0560077601113408e-4,59.73623755541608,3.441809936898059e-6,170
nooks,1.1070811015984142e-4,59.43655743390061,1.8626265540860085e-6,92
fragrance,3.0576525663194296e-4,59.2256714224638,5.162714905347089e-6,255
railroads,6.32617772341951e-5,58.955938371092785,1.0730348626799832e-6,53
verandah,1.0016448062080891e-4,58.89745033699449,1.7006590276437467e-6,84
coping,3.6902703386613806e-5,58.79745466579415,6.276241649637637e-7,31
bowling,6.853359200371135e-5,58.362990715061684,1.1742645667063966e-6,58
directress,6.853359200371135e-5,58.362990715061684,1.1742645667063966e-6,58
aggressions,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
annuals,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
Apartments,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
argumentum,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
cactus,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
chany,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
curfew,2.108725907806503e-5,57.864161734591065,3.644269344950886e-7,18
dunghills,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
fabricator,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
Featherstones,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
idiosyncracy,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
laceration,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
orangery,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
robustness,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
rosa,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
whetstone,1.0543629539032516e-5,57.864161734591065,1.822134672475443e-7,9
refectory,8.434903631226013e-5,57.07150198480215,1.4779536787856372e-6,73
roses,8.803930665092152e-4,56.69480774908108,1.5528636597651832e-5,767
monomania,2.6359073847581292e-5,56.606245175143435,4.6565663852150213e-7,23
ventilation,2.6359073847581292e-5,56.606245175143435,4.6565663852150213e-7,23
cucumber,4.217451815613006e-5,56.30026547149401,7.4909980979546e-7,37
basement,5.798996246467884e-5,56.162274624750154,1.0325429810694178e-6,51
alley,2.4777529416726416e-4,55.88251236011878,4.4338610363569114e-6,219
automata,1.5815444308548774e-5,55.79758452978425,2.834431712739578e-7,14
camomile,1.5815444308548774e-5,55.79758452978425,2.834431712739578e-7,14
cobblers,1.5815444308548774e-5,55.79758452978425,2.834431712739578e-7,14
creeper,3.163088861709755e-5,55.79758452978425,5.668863425479156e-7,28
croup,1.5815444308548774e-5,55.79758452978425,2.834431712739578e-7,14
cumbersome,1.5815444308548774e-5,55.79758452978425,2.834431712739578e-7,14
diagnosis,1.5815444308548774e-5,55.79758452978425,2.834431712739578e-7,14
edit,1.5815444308548774e-5,55.79758452978425,2.834431712739578e-7,14
lapdog,1.5815444308548774e-5,55.79758452978425,2.834431712739578e-7,14
pickaxes,1.5815444308548774e-5,55.79758452978425,2.834431712739578e-7,14
starlings,3.163088861709755e-5,55.79758452978425,5.668863425479156e-7,28
violets,1.1070811015984142e-4,55.797584529784245,1.9841021989177046e-6,98
buffalo,3.6902703386613806e-5,55.23397256483693,6.681160465743291e-7,33
lime,2.3195984985871536e-4,55.082230881966495,4.211155687498802e-6,208
lattices,4.217451815613006e-5,54.81867953803364,7.693457506007426e-7,38
structures,4.217451815613006e-5,54.81867953803364,7.693457506007426e-7,38
arcade,2.6359073847581292e-5,54.247651626179135,4.859025793267848e-7,24
vines,8.96208510817764e-5,53.98302893531972,1.6601671460331815e-6,82
holland,3.163088861709755e-5,53.87352989082617,5.871322833531983e-7,29
glebe,3.6902703386613806e-5,53.60944395998879,6.883619873796118e-7,34
thoroughfare,1.4761081354645522e-4,52.83249549680054,2.7939398311290127e-6,138
herbs,1.6869807262452025e-4,52.73695753026021,3.1988586472346667e-6,158
laurel,1.3179536923790645e-4,52.497727380173345,2.510496659855055e-6,124
jessamine,5.798996246467884e-5,52.07774556113197,1.1135267442905484e-6,55
aggravations,2.108725907806503e-5,52.07774556113196,4.04918816105654e-7,20
atomy,5.271814769516258e-6,52.07774556113196,1.012297040264135e-7,5
bather,1.0543629539032516e-5,52.07774556113196,2.02459408052827e-7,10
bins,1.0543629539032516e-5,52.07774556113196,2.02459408052827e-7,10
bracken,2.6359073847581292e-5,52.07774556113196,5.061485201320675e-7,25
bridles,3.163088861709755e-5,52.07774556113196,6.07378224158481e-7,30
cabbages,4.744633292564633e-5,52.07774556113196,9.110673362377215e-7,45
Candide,5.271814769516258e-6,52.07774556113196,1.012297040264135e-7,5
changin,5.271814769516258e-6,52.07774556113196,1.012297040264135e-7,5
