cur.correlates,cur.frequencies,obs.exp,corpus.frequencies,corpus.counts
threshhold,7.316198795753678e-6,72.27324100290453,1.012297040264135e-7,5
tightens,7.316198795753678e-6,72.27324100290453,1.012297040264135e-7,5
totals,7.316198795753678e-6,72.27324100290453,1.012297040264135e-7,5
trefoil,7.316198795753678e-6,72.27324100290453,1.012297040264135e-7,5
twal,2.1948596387261035e-5,72.27324100290453,3.036891120792405e-7,15
wainscoat,1.4632397591507357e-5,72.27324100290453,2.02459408052827e-7,10
wharfs,7.316198795753678e-6,72.27324100290453,1.012297040264135e-7,5
WORD,7.316198795753678e-6,72.27324100290453,1.012297040264135e-7,5
ante,1.9022116868959562e-4,71.17819189679992,2.6724641862973163e-6,132
hostlers,3.658099397876839e-5,69.49350096433128,5.263944609373502e-7,26
canaries,5.121339157027575e-5,68.36657932707185,7.4909980979546e-7,37
bellman,2.1948596387261035e-5,67.75616344022299,3.2393505288452323e-7,16
mullions,2.1948596387261035e-5,67.75616344022299,3.2393505288452323e-7,16
pipers,2.1948596387261035e-5,67.75616344022299,3.2393505288452323e-7,16
Resistance,2.1948596387261035e-5,67.75616344022299,3.2393505288452323e-7,16
Conte,9.511058434479781e-5,66.16564317167315,1.4374617971750718e-6,71
Afternoon,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
agate,2.9264795183014714e-5,65.70294636627685,4.454106977162194e-7,22
cellaret,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
couplets,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
dood,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
groanings,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
harbingers,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
pollards,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
professionals,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
STUDENT,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
sultana,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
wools,1.4632397591507357e-5,65.70294636627685,2.227053488581097e-7,11
corridors,1.024267831405515e-4,64.03958063548502,1.5994293236173333e-6,79
catacombs,2.1948596387261035e-5,63.77050676726871,3.441809936898059e-7,17
keyholes,2.1948596387261035e-5,63.77050676726871,3.441809936898059e-7,17
kiosk,2.1948596387261035e-5,63.77050676726871,3.441809936898059e-7,17
lamplighter,2.1948596387261035e-5,63.77050676726871,3.441809936898059e-7,17
lockers,2.1948596387261035e-5,63.77050676726871,3.441809936898059e-7,17
scarecrows,2.1948596387261035e-5,63.77050676726871,3.441809936898059e-7,17
statuettes,2.1948596387261035e-5,63.77050676726871,3.441809936898059e-7,17
cornice,4.389719277452207e-5,61.94849228820389,7.086079281848945e-7,35
egress,6.58457891617831e-5,61.364072549635914,1.0730348626799832e-6,53
adagio,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
alphabets,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
anarchists,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
binn,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
boutique,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
brethern,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Cam,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
Castles,2.9264795183014714e-5,60.22770083575378,4.859025793267848e-7,24
confessionals,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
CONVERSATION,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
Customers,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
decade,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
defencelessness,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
disturber,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
dowries,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
draping,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
dryer,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
etceteras,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Etons,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
externes,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
financiers,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Floor,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
forwarder,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
galvanism,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Gamaliel,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
gondoliers,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
goûter,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
horsepond,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
jalousie,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
jubilation,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
linden,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
litanies,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
malade,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
mantuamaker,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
mousetrap,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
negociator,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
notabilities,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
obeah,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Orfling,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
pannelling,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Persecution,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
pipeclay,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
poniards,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
porticoes,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
poults,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
propria,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
rafter,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Retirement,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Rows,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
rummers,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
sallad,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
simplicities,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
slater,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
somnambulism,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
stoppers,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
stowage,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
submarine,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
surmizes,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
swaggerers,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
swathes,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Tabernacle,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
tabernacles,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Teachers,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Testaments,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
timepieces,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
toilers,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
tribunes,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
tythe,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
unpoliteness,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
Ventilate,7.316198795753678e-6,60.22770083575378,1.214756448316962e-7,6
wedges,1.4632397591507357e-5,60.22770083575378,2.429512896633924e-7,12
carp,2.1948596387261035e-5,60.22770083575377,3.644269344950886e-7,18
chicks,2.1948596387261035e-5,60.22770083575377,3.644269344950886e-7,18
costermonger,2.1948596387261035e-5,60.22770083575377,3.644269344950886e-7,18
staircase,0.001177908006116342,58.82705663027112,2.0023235456424592e-5,989
patchwork,4.389719277452207e-5,58.59992513749016,7.4909980979546e-7,37
vintner,4.389719277452207e-5,58.59992513749016,7.4909980979546e-7,37
dais,3.658099397876839e-5,58.28487177653591,6.276241649637637e-7,31
hartshorn,3.658099397876839e-5,58.28487177653591,6.276241649637637e-7,31
parsley,2.9264795183014714e-5,57.81859280232363,5.061485201320675e-7,25
turbans,2.9264795183014714e-5,57.81859280232363,5.061485201320675e-7,25
garlands,8.047818675329046e-5,57.60910514724274,1.3969699155645063e-6,69
alcove,5.121339157027575e-5,57.490078070492245,8.908213954324388e-7,44
floors,1.682725723023346e-4,57.320156657476005,2.9356614167659917e-6,145
carbines,2.1948596387261035e-5,57.05782184439832,3.846728753003713e-7,19
cleanest,2.1948596387261035e-5,57.05782184439832,3.846728753003713e-7,19
fixedness,2.1948596387261035e-5,57.05782184439832,3.846728753003713e-7,19
gateways,2.1948596387261035e-5,57.05782184439832,3.846728753003713e-7,19
lattices,4.389719277452207e-5,57.05782184439832,7.693457506007426e-7,38
levée,2.1948596387261035e-5,57.05782184439832,3.846728753003713e-7,19
precipitance,2.1948596387261035e-5,57.05782184439832,3.846728753003713e-7,19
radius,2.1948596387261035e-5,57.05782184439832,3.846728753003713e-7,19
triviality,2.1948596387261035e-5,57.05782184439832,3.846728753003713e-7,19
Chambers,8.047818675329046e-5,56.78611793085356,1.417215856369789e-6,70
mirrors,1.316915783235662e-4,56.56166687183833,2.3282831926075105e-6,115
crusade,3.658099397876839e-5,56.46346953351916,6.478701057690465e-7,32
watchman,1.4632397591507357e-4,56.46346953351916,2.591480423076186e-6,128
saloon,3.8044233737919125e-4,56.092664658970676,6.782390169769705e-6,335
boudoir,2.8533175303439346e-4,55.70467191923472,5.122223023736523e-6,253
alabaster,5.852959036602943e-5,55.594800771465025,1.0527889218747005e-6,52
ange,1.4632397591507357e-5,55.594800771465025,2.631972304686751e-7,13
bindings,2.9264795183014714e-5,55.594800771465025,5.263944609373502e-7,26
bomb,1.4632397591507357e-5,55.594800771465025,2.631972304686751e-7,13
cedar,1.1705918073205885e-4,55.594800771465025,2.105577843749401e-6,104
festoons,4.389719277452207e-5,55.594800771465025,7.895916914060253e-7,39
fresco,4.389719277452207e-5,55.594800771465025,7.895916914060253e-7,39
heavings,1.4632397591507357e-5,55.594800771465025,2.631972304686751e-7,13
languishes,1.4632397591507357e-5,55.594800771465025,2.631972304686751e-7,13
limner,1.4632397591507357e-5,55.594800771465025,2.631972304686751e-7,13
persona,1.4632397591507357e-5,55.594800771465025,2.631972304686751e-7,13
ruggedness,2.9264795183014714e-5,55.594800771465025,5.263944609373502e-7,26
salaam,1.4632397591507357e-5,55.594800771465025,2.631972304686751e-7,13
soapy,1.4632397591507357e-5,55.594800771465025,2.631972304686751e-7,13
spittoons,1.4632397591507357e-5,55.594800771465025,2.631972304686751e-7,13
strivings,1.4632397591507357e-5,55.594800771465025,2.631972304686751e-7,13
vestibule,1.024267831405515e-4,55.594800771465025,1.8423806132807258e-6,91
quadrangle,1.682725723023346e-4,55.042534538635906,3.0571370615976876e-6,151
nooks,1.024267831405515e-4,54.99050945873171,1.8626265540860085e-6,92
exactitude,3.658099397876839e-5,54.75245530523071,6.681160465743291e-7,33
Term,3.658099397876839e-5,54.75245530523071,6.681160465743291e-7,33
